QueryID,BestEvalue,FASTA_Header,UniProt_ID,DrugBank_IDs
drugbank_target|O75600,0,"drugbank_target|O75600 2-amino-3-ketobutyrate coenzyme A ligase, mitochondrial (DB00114; DB00145)",O75600,DB00114;DB00145
drugbank_target|O75636,2.23e-23,drugbank_target|O75636 Ficolin-3 (DB01593; DB14487),O75636,DB01593;DB14487
drugbank_target|O75676,2.27e-103,drugbank_target|O75676 Ribosomal protein S6 kinase alpha-4 (DB03247),O75676,DB03247
drugbank_target|O75715,3.6e-46,drugbank_target|O75715 Epididymal secretory glutathione peroxidase (DB00143; DB03310; DB09096),O75715,DB00143;DB03310;DB09096
drugbank_target|O75716,3.75e-61,drugbank_target|O75716 Serine/threonine-protein kinase 16 (DB12010),O75716,DB12010
drugbank_target|O75746,6.17e-111,"drugbank_target|O75746 Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (DB00128)",O75746,DB00128
drugbank_target|O75747,4.04e-67,drugbank_target|O75747 Phosphatidylinositol 3-kinase C2 domain-containing subunit gamma (DB12010),O75747,DB12010
drugbank_target|O75762,2.28e-44,drugbank_target|O75762 Transient receptor potential cation channel subfamily A member 1 (DB00825; DB01744; DB03843; DB09061; DB09543; DB11148; DB14184; DB14212),O75762,DB00825;DB01744;DB03843;DB09061;DB09543;DB11148;DB14184;DB14212
drugbank_target|O75838,1.32e-52,drugbank_target|O75838 Calcium and integrin-binding family member 2 (DB11093; DB11348; DB14481),O75838,DB11093;DB11348;DB14481
drugbank_target|O75874,0,drugbank_target|O75874 Isocitrate dehydrogenase [NADP] cytoplasmic (DB13874; DB14568; DB16267; DB17097),O75874,DB13874;DB14568;DB16267;DB17097
drugbank_target|O75880,2.77e-62,"drugbank_target|O75880 Protein SCO1 homolog, mitochondrial (DB09130)",O75880,DB09130
drugbank_target|O75899,1.29e-37,drugbank_target|O75899 Gamma-aminobutyric acid type B receptor subunit 2 (DB01440; DB09072),O75899,DB00181;DB00363;DB00996;DB01440;DB02530;DB09072
drugbank_target|O75912,2.11e-68,drugbank_target|O75912 Diacylglycerol kinase iota (DB14001),O75912,DB14001
drugbank_target|O75914,2.78e-161,drugbank_target|O75914 Serine/threonine-protein kinase PAK 3 (DB12010),O75914,DB12010
drugbank_target|O75936,1.04e-61,drugbank_target|O75936 Gamma-butyrobetaine dioxygenase (DB00126),O75936,DB00126
drugbank_target|O75964,9.77e-05,"drugbank_target|O75964 ATP synthase subunit g, mitochondrial (DB11638)",O75964,DB11638
drugbank_target|O76054,7.52e-53,drugbank_target|O76054 SEC14-like protein 2 (DB00163; DB14001; DB14002),O76054,DB00163;DB14001;DB14002
drugbank_target|O76074,2.1e-98,"drugbank_target|O76074 cGMP-specific 3',5'-cyclic phosphodiesterase (DB00201; DB01113)",O76074,DB00201;DB00203;DB00277;DB00820;DB00862;DB00975;DB01113;DB06237;DB06267;DB12010
drugbank_target|O76082,3.59e-82,drugbank_target|O76082 Organic cation/carnitine transporter 2 (DB00583),O76082,DB00583
drugbank_target|O76083,1.56e-41,"drugbank_target|O76083 High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (DB00201)",O76083,DB00201
drugbank_target|O77323,2.06e-148,drugbank_target|O77323 T-complex protein 1 subunit eta (DB11638),O77323,DB11638
drugbank_target|O77361,1.59e-14,drugbank_target|O77361 Parasite-infected erythrocyte surface protein (DB11638),O77361,DB11638
drugbank_target|O94760,1.81e-19,"drugbank_target|O94760 N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DB00213; DB00736; DB05351)",O94760,DB00213;DB00736;DB05351
drugbank_target|O94768,5.44e-59,drugbank_target|O94768 Serine/threonine-protein kinase 17B (DB12010),O94768,DB12010
drugbank_target|O94788,6.36e-141,drugbank_target|O94788 Retinal dehydrogenase 2 (DB00157; DB00162; DB00755),O94788,DB00157;DB00162;DB00755
drugbank_target|O94804,6.89e-118,drugbank_target|O94804 Serine/threonine-protein kinase 10 (DB12010),O94804,DB12010
drugbank_target|O94903,1.25e-34,drugbank_target|O94903 Pyridoxal phosphate homeostasis protein (DB00114),O94903,DB00114
drugbank_target|O94925,4.16e-150,"drugbank_target|O94925 Glutaminase kidney isoform, mitochondrial (DB00142)",O94925,DB00142
drugbank_target|O94956,5.83e-77,drugbank_target|O94956 Solute carrier organic anion transporter family member 2B1 (DB01241; DB05521),O94956,DB01241;DB05521
drugbank_target|O95069,1.1e-25,drugbank_target|O95069 Potassium channel subfamily K member 2 (DB00204; DB04855),O95069,DB00204;DB04855
drugbank_target|O95168,1.77e-07,drugbank_target|O95168 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 4 (DB00157),O95168,DB00157
drugbank_target|O95169,3.39e-12,"drugbank_target|O95169 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial (DB00157)",O95169,DB00157
drugbank_target|O95178,5.93e-05,"drugbank_target|O95178 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 2, mitochondrial (DB00157)",O95178,DB00157
drugbank_target|O95180,0,drugbank_target|O95180 Voltage-dependent T-type calcium channel subunit alpha-1H (DB01115; DB06712; DB09089; DB09238; DB13746),O95180,DB00153;DB00228;DB00270;DB00568;DB00622;DB00661;DB00909;DB01023;DB01054;DB01115;DB01244;DB01390;DB04841;DB06712;DB09061;DB09089;DB09238;DB11148;DB13746
drugbank_target|O95182,1.04e-07,drugbank_target|O95182 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 7 (DB00157),O95182,DB00157
drugbank_target|O95259,0,drugbank_target|O95259 Voltage-gated delayed rectifier potassium channel KCNH1 (DB00228; DB01069; DB01110),O95259,DB00228;DB00458;DB00637;DB01069;DB01110
drugbank_target|O95263,2.47e-52,"drugbank_target|O95263 High affinity cAMP-specific and IBMX-insensitive 3',5'-cyclic phosphodiesterase 8B (DB00201)",O95263,DB00201
drugbank_target|O95264,6.6e-37,drugbank_target|O95264 5-hydroxytryptamine receptor 3B (DB00246),O95264,DB00246;DB00715;DB00898;DB00988;DB01049;DB01239;DB11273;DB12141;DB13345
drugbank_target|O95299,4.26e-39,"drugbank_target|O95299 NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 10, mitochondrial (DB00157)",O95299,DB00157
drugbank_target|O95342,0,drugbank_target|O95342 Bile salt export pump (DB01016),O95342,DB01016
drugbank_target|O95382,5.22e-152,drugbank_target|O95382 Mitogen-activated protein kinase kinase kinase 6 (DB12010),O95382,DB12010
drugbank_target|O95470,1.3e-141,drugbank_target|O95470 Sphingosine-1-phosphate lyase 1 (DB00114),O95470,DB00114
drugbank_target|O95477,5.04e-154,drugbank_target|O95477 Phospholipid-transporting ATPase ABCA1 (DB01016; DB01599),O95477,DB01016;DB01599
drugbank_target|O95479,7.03e-62,drugbank_target|O95479 GDH/6PGL endoplasmic bifunctional protein (DB00157),O95479,DB00157
drugbank_target|O95622,3.56e-108,drugbank_target|O95622 Adenylate cyclase type 5 (DB09121),O95622,DB09121
drugbank_target|O95670,4.52e-29,drugbank_target|O95670 V-type proton ATPase subunit G 2 (DB01133),O95670,DB01133
drugbank_target|O95718,2.75e-40,drugbank_target|O95718 Steroid hormone receptor ERR2 (DB00253; DB00255; DB00288; DB00547; DB00596; DB00663; DB00846; DB00995; DB01047; DB01130; DB01260; DB01380; DB06786; DB07776; DB14596),O95718,DB00253;DB00255;DB00288;DB00547;DB00596;DB00663;DB00846;DB00995;DB01047;DB01130;DB01260;DB01380;DB06786;DB07776;DB14596
drugbank_target|O95747,1.17e-168,drugbank_target|O95747 Serine/threonine-protein kinase OSR1 (DB12010),O95747,DB12010
drugbank_target|O95749,7.51e-89,drugbank_target|O95749 Geranylgeranyl pyrophosphate synthase (DB00282; DB00399; DB00710),O95749,DB00282;DB00399;DB00710
drugbank_target|O95750,6.93e-05,drugbank_target|O95750 Fibroblast growth factor 19 (DB01109),O95750,DB01109
drugbank_target|O95819,2.12e-163,drugbank_target|O95819 Mitogen-activated protein kinase kinase kinase kinase 4 (DB12010),O95819,DB12010
drugbank_target|O95831,3.95e-118,"drugbank_target|O95831 Apoptosis-inducing factor 1, mitochondrial (DB03147)",O95831,DB03147
drugbank_target|O95835,2.22e-140,drugbank_target|O95835 Serine/threonine-protein kinase LATS1 (DB12010),O95835,DB12010
drugbank_target|O95864,7.09e-28,drugbank_target|O95864 Acyl-CoA 6-desaturase (DB00132),O95864,DB00132
drugbank_target|O95907,4.16e-33,drugbank_target|O95907 Monocarboxylate transporter 3 (DB00119),O95907,DB00119
drugbank_target|O96000,5.55e-17,drugbank_target|O96000 NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 10 (DB00157),O96000,DB00157
drugbank_target|O96013,8.28e-125,drugbank_target|O96013 Serine/threonine-protein kinase PAK 4 (DB12010),O96013,DB12010
drugbank_target|O96017,4.16e-78,drugbank_target|O96017 Serine/threonine-protein kinase Chk2 (DB12010),O96017,DB12010
drugbank_target|O96221,4.98e-05,drugbank_target|O96221 Protein transport protein SEC31 (DB11638),O96221,DB11638
drugbank_target|O97313,2.65e-78,drugbank_target|O97313 40S ribosomal protein S3a (DB11638),O97313,DB11638
drugbank_target|P00091,3.68e-15,drugbank_target|P00091 Cytochrome c2 (DB03088),P00091,DB03088
drugbank_target|P00167,2.08e-31,drugbank_target|P00167 Cytochrome b5 (DB11136; DB14527; DB14528; DB14529; DB14530),P00167,DB11136;DB14527;DB14528;DB14529;DB14530
drugbank_target|P00325,2.24e-133,drugbank_target|P00325 All-trans-retinol dehydrogenase [NAD(+)] ADH1B (DB00157; DB01213; DB09462),P00325,DB00157;DB01213;DB09462
drugbank_target|P00326,2.47e-130,drugbank_target|P00326 Alcohol dehydrogenase 1C (DB00157; DB01213; DB02659),P00326,DB00157;DB01213;DB02659
drugbank_target|P00338,2.48e-98,drugbank_target|P00338 L-lactate dehydrogenase A chain (DB00157; DB02701; DB09118; DB09130; DB11638; DB17635),P00338,DB00157;DB02701;DB09118;DB09130;DB11638;DB17635
drugbank_target|P00352,8.16e-139,drugbank_target|P00352 Aldehyde dehydrogenase 1A1 (DB00157; DB00162; DB00755; DB09116),P00352,DB00157;DB00162;DB00755;DB09116
drugbank_target|P00363,4.9e-116,drugbank_target|P00363 Fumarate reductase flavoprotein subunit (DB00730),P00363,DB00730
drugbank_target|P00367,1.99e-100,"drugbank_target|P00367 Glutamate dehydrogenase 1, mitochondrial (DB00142; DB00157; DB00756; DB11081)",P00367,DB00142;DB00157;DB00756;DB11081
drugbank_target|P00374,1.87e-27,drugbank_target|P00374 Dihydrofolate reductase (DB00157; DB00205; DB00233; DB00440; DB00563; DB00642; DB00650; DB00798; DB01131; DB01157; DB06813),P00374,DB00157;DB00205;DB00233;DB00440;DB00563;DB00642;DB00650;DB00798;DB01131;DB01157;DB06813
drugbank_target|P00378,1.22e-27,drugbank_target|P00378 Dihydrofolate reductase (DB03904),P00378,DB03904
drugbank_target|P00387,5.02e-113,drugbank_target|P00387 NADH-cytochrome b5 reductase 3 (DB00157; DB03147; DB09130),P00387,DB00157;DB03147;DB09130
drugbank_target|P00390,5.46e-156,"drugbank_target|P00390 Glutathione reductase, mitochondrial (DB00143; DB00157; DB00262; DB03147; DB03310; DB09061; DB09130)",P00390,DB00143;DB00157;DB00262;DB03147;DB03310;DB09061;DB09130
drugbank_target|P00403,2.58e-07,drugbank_target|P00403 Cytochrome c oxidase subunit 2 (DB02659),P00403,DB02659
drugbank_target|P00439,1.26e-114,drugbank_target|P00439 Phenylalanine-4-hydroxylase (DB00120; DB00360; DB00368; DB06262; DB12839),P00439,DB00120;DB00360;DB00368;DB06262;DB12839
drugbank_target|P00441,7.5e-61,drugbank_target|P00441 Superoxide dismutase [Cu-Zn] (DB09096),P00441,DB00988;DB01064;DB01593;DB09061;DB09096;DB14487;DB14533;DB14548
drugbank_target|P00480,6.82e-13,"drugbank_target|P00480 Ornithine transcarbamylase, mitochondrial (DB00129)",P00480,DB00129
drugbank_target|P00491,1.21e-64,drugbank_target|P00491 Purine nucleoside phosphorylase (DB00242; DB00900),P00491,DB00242;DB00900
drugbank_target|P00492,2.53e-29,drugbank_target|P00492 Hypoxanthine-guanine phosphoribosyltransferase (DB01033; DB01632),P00492,DB01033;DB01632
drugbank_target|P00505,0,"drugbank_target|P00505 Aspartate aminotransferase, mitochondrial (DB00114; DB00142)",P00505,DB00114;DB00128;DB00142;DB00151
drugbank_target|P00519,0,drugbank_target|P00519 Tyrosine-protein kinase ABL1 (DB00619; DB01254; DB04868; DB06616; DB06626; DB08896; DB08901; DB12010; DB12267; DB12597; DB14989),P00519,DB00619;DB01254;DB04868;DB06616;DB06626;DB08896;DB08901;DB12010;DB12267;DB12597;DB14989
drugbank_target|P00533,3.56e-50,drugbank_target|P00533 Epidermal growth factor receptor (DB00002; DB00281; DB00317; DB00398; DB00530; DB00727; DB01259; DB01269; DB05294; DB08916; DB09330; DB09559; DB10772; DB11828; DB11963; DB12010; DB12267; DB15035; DB16216; DB16390; DB16695),P00533,DB00002;DB00281;DB00317;DB00398;DB00530;DB00727;DB01259;DB01269;DB05294;DB08916;DB09330;DB09559;DB10772;DB11828;DB11963;DB12010;DB12267;DB15035;DB16216;DB16390;DB16695
drugbank_target|P00558,0,drugbank_target|P00558 Phosphoglycerate kinase 1 (DB09130; DB11638),P00558,DB09130;DB11638
drugbank_target|P00582,7.36e-43,drugbank_target|P00582 DNA polymerase I (DB00548),P00582,DB00548
drugbank_target|P00722,2.29e-20,drugbank_target|P00722 Beta-galactosidase (DB04465; DB13503),P00722,DB04465;DB13503
drugbank_target|P00734,2.13e-34,drugbank_target|P00734 Prothrombin (DB00001; DB00006; DB00055; DB00100; DB00114; DB00170; DB00278; DB01123; DB01125; DB01225; DB01593; DB04898; DB05777; DB06404; DB06695; DB09109; DB09130; DB09228; DB09332; DB11166; DB13151; DB13152; DB14487; DB14726; DB14738),P00734,DB00001;DB00006;DB00055;DB00100;DB00114;DB00170;DB00278;DB01123;DB01125;DB01225;DB01593;DB04898;DB05777;DB06404;DB06695;DB09109;DB09130;DB09228;DB09332;DB11166;DB13151;DB13152;DB14487;DB14726;DB14738
drugbank_target|P00736,1.28e-31,drugbank_target|P00736 Complement C1r subcomponent (DB00110; DB01593; DB06404; DB09228; DB14487; DB14533; DB14548),P00736,DB00110;DB01593;DB06404;DB09228;DB14487;DB14533;DB14548
drugbank_target|P00738,4.2e-22,drugbank_target|P00738 Haptoglobin (DB14533; DB14548),P00738,DB14533;DB14548
drugbank_target|P00739,4.15e-21,drugbank_target|P00739 Haptoglobin-related protein (DB01593; DB09130; DB14487),P00739,DB01593;DB09130;DB14487
drugbank_target|P00740,2.48e-35,drugbank_target|P00740 Coagulation factor IX (DB00025; DB00170; DB09109; DB09332; DB13150; DB13192; DB13923; DB13998; DB13999; DB14738; DB16662; DB16791),P00740,DB00025;DB00170;DB09109;DB09332;DB13150;DB13192;DB13923;DB13998;DB13999;DB14738;DB16662;DB16791
drugbank_target|P00742,1.46e-34,drugbank_target|P00742 Coagulation factor X (DB00025; DB00036; DB00100; DB00545; DB00569; DB01109; DB01225; DB06228; DB06605; DB09075; DB09109; DB09258; DB09332; DB11166; DB12364; DB13149; DB13150; DB13151; DB13152; DB13192; DB13884; DB13923; DB13933; DB13998; DB13999; DB14738; DB16662),P00742,DB00025;DB00036;DB00100;DB00545;DB00569;DB01109;DB01225;DB06228;DB06605;DB09075;DB09109;DB09258;DB09332;DB11166;DB12364;DB13149;DB13150;DB13151;DB13152;DB13192;DB13884;DB13923;DB13933;DB13998;DB13999;DB14738;DB16662
drugbank_target|P00746,6.83e-28,drugbank_target|P00746 Complement factor D (DB15401),P00746,DB15401
drugbank_target|P00747,1.35e-46,drugbank_target|P00747 Plasminogen (DB00009; DB00013; DB00015; DB00029; DB00031; DB00086; DB00243; DB00302; DB00513; DB06692; DB09130),P00747,DB00009;DB00013;DB00015;DB00029;DB00031;DB00086;DB00243;DB00302;DB00513;DB06692;DB09130
drugbank_target|P00748,2.56e-31,drugbank_target|P00748 Coagulation factor XII (DB01593; DB06404; DB06689; DB09228; DB14487),P00748,DB01593;DB06404;DB06689;DB09228;DB14487
drugbank_target|P00749,4.11e-29,drugbank_target|P00749 Urokinase-type plasminogen activator (DB00594),P00749,DB00594
drugbank_target|P00750,2.94e-29,drugbank_target|P00750 Tissue-type plasminogen activator (DB00513; DB01088; DB06404; DB09213; DB09228),P00750,DB00513;DB01088;DB06404;DB09213;DB09228
drugbank_target|P00751,8.45e-18,drugbank_target|P00751 Complement factor B (DB01593; DB14487; DB16200),P00751,DB01593;DB14487;DB16200
drugbank_target|P00811,2.63e-07,drugbank_target|P00811 Beta-lactamase (DB00456; DB02772),P00811,DB00456;DB02772
drugbank_target|P00813,1.54e-37,drugbank_target|P00813 Adenosine deaminase (DB00242; DB00552; DB00975; DB01073),P00813,DB00242;DB00552;DB00975;DB01073
drugbank_target|P00915,3.94e-43,drugbank_target|P00915 Carbonic anhydrase 1 (DB00562; DB00606),P00915,DB00273;DB00310;DB00381;DB00423;DB00436;DB00562;DB00606;DB00703;DB00774;DB00819;DB00869;DB00880;DB00909;DB00936;DB01021;DB01031;DB01144;DB01194;DB01325;DB03255;DB09460;DB09472;DB11672;DB12754;DB14086
drugbank_target|P00918,7.59e-48,drugbank_target|P00918 Carbonic anhydrase 2 (DB00562; DB00606),P00918,DB00273;DB00391;DB00436;DB00482;DB00562;DB00580;DB00606;DB00695;DB00703;DB00774;DB00819;DB00869;DB00880;DB00909;DB00936;DB01021;DB01031;DB01144;DB01194;DB01325;DB03255;DB03904;DB06795;DB08329;DB09460;DB09472;DB11085;DB11672;DB12754;DB14086
drugbank_target|P01008,2.76e-42,drugbank_target|P01008 Antithrombin-III (DB00407; DB00569; DB01109; DB01225; DB06271; DB06754; DB06779; DB06822; DB08813; DB09130; DB09258; DB11598),P01008,DB00407;DB00569;DB01109;DB01225;DB06271;DB06754;DB06779;DB06822;DB08813;DB09130;DB09258;DB11598
drugbank_target|P01009,2.54e-46,drugbank_target|P01009 Alpha-1-antitrypsin (DB01593; DB09130; DB14487; DB14533; DB14548),P01009,DB01593;DB09130;DB14487;DB14533;DB14548
drugbank_target|P01011,1.51e-37,drugbank_target|P01011 Alpha-1-antichymotrypsin (DB01593; DB14487; DB14533; DB14548; DB17449),P01011,DB01593;DB14487;DB14533;DB14548;DB17449
drugbank_target|P01023,1.47e-114,drugbank_target|P01023 Alpha-2-macroglobulin (DB00102; DB00515; DB00626; DB01593; DB08888; DB12965; DB14487; DB14533; DB14548; DB17449),P01023,DB00102;DB00515;DB00626;DB01593;DB08888;DB12965;DB14487;DB14533;DB14548;DB17449
drugbank_target|P01024,1.22e-55,drugbank_target|P01024 Complement C3 (DB00028; DB01593; DB09130; DB14487; DB14533; DB14548; DB16694),P01024,DB00028;DB01593;DB09130;DB14487;DB14533;DB14548;DB16694
drugbank_target|P01031,4.12e-45,drugbank_target|P01031 Complement C5 (DB00028; DB01257; DB01593; DB09130; DB11580; DB14487; DB14533; DB14548; DB15165; DB15218; DB15636; DB16128),P01031,DB00028;DB01257;DB01593;DB09130;DB11580;DB14487;DB14533;DB14548;DB15165;DB15218;DB15636;DB16128
drugbank_target|P01042,0.0001,drugbank_target|P01042 Kininogen-1 (DB01593; DB09130; DB14487; DB14533; DB14548),P01042,DB01593;DB09130;DB14487;DB14533;DB14548
drugbank_target|P01100,9.55e-05,drugbank_target|P01100 Protein c-Fos (DB00852),P01100,DB00852;DB08804;DB08813
drugbank_target|P01106,8.59e-09,drugbank_target|P01106 Myc proto-oncogene protein (DB00945; DB01093; DB03756; DB08813),P01106,DB00945;DB01093;DB03756;DB08813
drugbank_target|P01116,6.54e-95,drugbank_target|P01116 GTPase KRas (DB15568; DB15569),P01116,DB15568;DB15569
drugbank_target|P01130,2.48e-122,drugbank_target|P01130 Low-density lipoprotein receptor (DB00707),P01130,DB00707
drugbank_target|P01133,4.67e-53,drugbank_target|P01133 Pro-epidermal growth factor (DB00364; DB08862),P01133,DB00364;DB08862
drugbank_target|P02144,4.22e-05,drugbank_target|P02144 Myoglobin (DB09112; DB11588),P02144,DB09112;DB11588
drugbank_target|P02359,2.17e-12,drugbank_target|P02359 30S ribosomal protein S7 (DB00759; DB09093; DB12455),P02359,DB00759;DB09093;DB12455
drugbank_target|P02533,1.12e-20,"drugbank_target|P02533 Keratin, type I cytoskeletal 14 (DB01593; DB14487)",P02533,DB01593;DB14487
drugbank_target|P02538,4.55e-30,"drugbank_target|P02538 Keratin, type II cytoskeletal 6A (DB01593; DB14487)",P02538,DB01593;DB14487
drugbank_target|P02585,4.93e-40,"drugbank_target|P02585 Troponin C, skeletal muscle (DB01023)",P02585,DB01023
drugbank_target|P02671,3.44e-24,drugbank_target|P02671 Fibrinogen alpha chain (DB00364),P02671,DB00009;DB00015;DB00029;DB00364;DB01593;DB05099;DB11300;DB11311;DB11571;DB11572;DB13151;DB14487;DB14533;DB14548
drugbank_target|P02675,2.65e-19,drugbank_target|P02675 Fibrinogen beta chain (DB00364),P02675,DB00364;DB11300;DB11311;DB11571;DB11572;DB13151
drugbank_target|P02679,1.22e-17,drugbank_target|P02679 Fibrinogen gamma chain (DB00364),P02679,DB00009;DB00364;DB11300;DB11571;DB11572
drugbank_target|P02689,4.66e-22,drugbank_target|P02689 Myelin P2 protein (DB03796; DB04224),P02689,DB03796;DB04224
drugbank_target|P02708,5.23e-120,drugbank_target|P02708 Acetylcholine receptor subunit alpha (DB00555; DB00565; DB01245),P02708,DB00555;DB00565;DB01245
